feature,target,owner,owner_kind,stimulus,directive,detail,status,span_kind,file,line,match_on,arm,nesting,conditions,source,generate
core,long_csr_write_callback,long_csr_write_callback,function,helper_function,"execute an instruction that calls this helper: MRET, SRET, vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, ...",long_csr_write_callback() reached via 8+ instruction(s),todo,T,core/callbacks.sail,95,,,0,,"then csr_write_callback(name_high, value[63 .. 32]);",opcode_sweep.py extensions/I/base_insts.sail extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail
core,long_csr_write_callback,long_csr_write_callback,function,helper_function,"execute an instruction that calls this helper: MRET, SRET, vfmacc.vf, vfnmacc.vf, vfmsac.vf, vfnmsac.vf, vfmadd.vf, vfnmadd.vf, ...",long_csr_write_callback() reached via 8+ instruction(s),covered,T,core/callbacks.sail,95,,,0,,"then csr_write_callback(name_high, value[63 .. 32]);",opcode_sweep.py extensions/I/base_insts.sail extensions/V/vext_fp_insts.sail extensions/V/vext_fp_vm_insts.sail
core,ext_check_CSR,ext_check_CSR,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",ext_check_CSR() reached via 2 instruction(s),covered,F,core/ext_regs.sail,17,,,0,,"function ext_check_CSR(_csrno : csreg, _p : Privilege, _access_type : CSRAccessType) -> bool = true",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,36,,,0,,"mapping clause extensionName = Ext_M <-> ""m""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.M.supported,covered,F,core/extensions.sail,37,,,0,,function clause hartSupports(Ext_M) = config extensions.M.supported,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.M.supported,covered,B,core/extensions.sail,37,,,0,,function clause hartSupports(Ext_M) = config extensions.M.supported,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.M.supported,covered,T,core/extensions.sail,37,,,0,,function clause hartSupports(Ext_M) = config extensions.M.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,40,,,0,,"mapping clause extensionName = Ext_A <-> ""a""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.A.supported,covered,T,core/extensions.sail,41,,,0,,function clause hartSupports(Ext_A) = config extensions.A.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,44,,,0,,"mapping clause extensionName = Ext_F <-> ""f""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.F.supported,covered,T,core/extensions.sail,45,,,0,,function clause hartSupports(Ext_F) = config extensions.F.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,50,,,0,,"mapping clause extensionName = Ext_D <-> ""d""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_D,covered,T,core/extensions.sail,51,,,0,,function clause hartSupports(Ext_D) = constraint(ext_d_supported) & hartSupports(Ext_F),opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_D,covered,B,core/extensions.sail,51,,,0,,function clause hartSupports(Ext_D) = constraint(ext_d_supported) & hartSupports(Ext_F),opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_D,covered,T,core/extensions.sail,51,,,0,,function clause hartSupports(Ext_D) = constraint(ext_d_supported) & hartSupports(Ext_F),opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,54,,,0,,"mapping clause extensionName = Ext_B <-> ""b""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.B.supported,covered,T,core/extensions.sail,55,,,0,,function clause hartSupports(Ext_B) = config extensions.B.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,58,,,0,,"mapping clause extensionName = Ext_V <-> ""v""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_V,covered,B,core/extensions.sail,59,,,0,,function clause hartSupports(Ext_V) = sizeof(vlen_exp) >= 7 & vector_support_level >= Full,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_V,covered,T,core/extensions.sail,59,,,0,,function clause hartSupports(Ext_V) = sizeof(vlen_exp) >= 7 & vector_support_level >= Full,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_V,covered,T,core/extensions.sail,59,,,0,,function clause hartSupports(Ext_V) = sizeof(vlen_exp) >= 7 & vector_support_level >= Full,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,62,,,0,,"mapping clause extensionName = Ext_S <-> ""s""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.S.supported,covered,T,core/extensions.sail,63,,,0,,function clause hartSupports(Ext_S) = config extensions.S.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,66,,,0,,"mapping clause extensionName = Ext_U <-> ""u""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.U.supported,covered,T,core/extensions.sail,67,,,0,,function clause hartSupports(Ext_U) = config extensions.U.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,70,,,0,,"mapping clause extensionName = Ext_H <-> ""h""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_H,todo,T,core/extensions.sail,71,,,0,,function clause hartSupports(Ext_H) = false,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,74,,,0,,"mapping clause extensionName = Ext_Zibi <-> ""zibi""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zibi.supported,todo,B,core/extensions.sail,75,,,0,,function clause hartSupports(Ext_Zibi) = sys_enable_experimental_extensions() & config extensions.Zibi.supported,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zibi.supported,todo,T,core/extensions.sail,75,,,0,,function clause hartSupports(Ext_Zibi) = sys_enable_experimental_extensions() & config extensions.Zibi.supported,opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zibi.supported,todo,T,core/extensions.sail,75,,,0,,function clause hartSupports(Ext_Zibi) = sys_enable_experimental_extensions() & config extensions.Zibi.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,78,,,0,,"mapping clause extensionName = Ext_Zic64b <-> ""zic64b""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zic64b.supported,todo,T,core/extensions.sail,79,,,0,,function clause hartSupports(Ext_Zic64b) = config extensions.Zic64b.supported,opcode_sweep.py core/extensions.sail
core,currentlyEnabled,currentlyEnabled,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zic64b,covered,B,core/extensions.sail,80,,,0,,function clause currentlyEnabled(Ext_Zic64b) = hartSupports(Ext_Zic64b),opcode_sweep.py core/extensions.sail
core,currentlyEnabled,currentlyEnabled,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zic64b,covered,F,core/extensions.sail,80,,,0,,function clause currentlyEnabled(Ext_Zic64b) = hartSupports(Ext_Zic64b),opcode_sweep.py core/extensions.sail
core,currentlyEnabled,currentlyEnabled,function_clause,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zic64b,todo,T,core/extensions.sail,80,,,0,,function clause currentlyEnabled(Ext_Zic64b) = hartSupports(Ext_Zic64b),opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,83,,,0,,"mapping clause extensionName = Ext_Zicbom <-> ""zicbom""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicbom.supported,covered,T,core/extensions.sail,84,,,0,,function clause hartSupports(Ext_Zicbom) = config extensions.Zicbom.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,87,,,0,,"mapping clause extensionName = Ext_Zicbop <-> ""zicbop""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicbop.supported,todo,T,core/extensions.sail,88,,,0,,function clause hartSupports(Ext_Zicbop) = config extensions.Zicbop.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,91,,,0,,"mapping clause extensionName = Ext_Zicboz <-> ""zicboz""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicboz.supported,covered,T,core/extensions.sail,92,,,0,,function clause hartSupports(Ext_Zicboz) = config extensions.Zicboz.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,95,,,0,,"mapping clause extensionName = Ext_Zicfilp <-> ""zicfilp""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicfilp.supported,covered,T,core/extensions.sail,96,,,0,,function clause hartSupports(Ext_Zicfilp) = config extensions.Zicfilp.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,99,,,0,,"mapping clause extensionName = Ext_Zicfiss <-> ""zicfiss""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicfiss.supported,covered,T,core/extensions.sail,100,,,0,,function clause hartSupports(Ext_Zicfiss) = config extensions.Zicfiss.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,103,,,0,,"mapping clause extensionName = Ext_Zicntr <-> ""zicntr""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicntr.supported,todo,T,core/extensions.sail,104,,,0,,function clause hartSupports(Ext_Zicntr) = config extensions.Zicntr.supported,opcode_sweep.py core/extensions.sail
core,extensionName,extensionName,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/extensions.sail,107,,,0,,"mapping clause extensionName = Ext_Zicond <-> ""zicond""",opcode_sweep.py core/extensions.sail
core,hartSupports,hartSupports,function_clause,configuration,select or build a model configuration where this key differs,extensions.Zicond.supported,todo,T,core/extensions.sail,108,,,0,,function clause hartSupports(Ext_Zicond) = config extensions.Zicond.supported,opcode_sweep.py core/extensions.sail
